This file is automatically generated by EcoNet
(http://eco.engr.uga.edu).

Environmental inputs:
,SB,0
,MM,0
,TUR,0
,XIP,0.025
,THU,0.172446
,LPL,0
,MPL,0
,SPL,0
,HAK,0
,HAK1,0
,HAK2,0
,HAK3,0
,HAK4,0
,MUL,0
,MUL1,0
,MUL2,0
,MUL3,0
,TRA,0
,PAG,0
,DFS,0
,DFH,0
,DSM,0
,DSP,0
,DSR,0
,MSC,0
,MSG,0
,MSP,0
,ENG,0
,SAR,0
,EPI,0
,CEBH,0
,CEBS,0
,CEPH,0
,CEPS,0
,DNS,0
,DNH,0
,DRS,0
,DRH,0
,ARF,0
,PWL,0
,SUP,0
,MbO,0
,MbFF,0
,MbDF,0
,MbC,0
,MbPAR,0
,MbSCA,0
,MbH,0
,MbGRA,0
,MbSF,0
,MbPF,0
,BO,0
,EUP,0
,ZG,0
,ZL,0
,ZM,0
,ZS,0
,PL,397.098
,PB,0
,MB,22.2693
,BB,0
,PS,594.971
,SG,97.7243
,DF,10.6015
,MA,34.3355
,ESH,0
,ESS,0
,DC,0
,SPOM,0
,BD,0

Environmental Outputs:
,SB,3.71892e-05
,MM,0.33529
,TUR,0.0213061
,XIP,0.0186292
,THU,0.166659
,LPL,0.901195
,MPL,0.303263
,SPL,0.656195
,HAK,0.0314036
,HAK1,0.0620564
,HAK2,0.130386
,HAK3,0.118404
,HAK4,0.000719156
,MUL,0.0446615
,MUL1,0.11279
,MUL2,0.159439
,MUL3,0.0243765
,TRA,1.41138
,PAG,0.0479042
,DFS,0.523658
,DFH,6.17075
,DSM,3.59909
,DSP,0.253004
,DSR,0.56654
,MSC,11.216
,MSG,1.26226
,MSP,0.82218
,ENG,5.05296
,SAR,3.7904
,EPI,18.126
,CEBH,2.3923
,CEBS,2.31031
,CEPH,0.467023
,CEPS,0.788446
,DNS,7.67457
,DNH,3.25226
,DRS,4.45376
,DRH,1.37067
,ARF,0.758511
,PWL,0.878446
,SUP,93.2274
,MbO,19.2912
,MbFF,7.48686
,MbDF,25.5324
,MbC,4.44438
,MbPAR,0.216007
,MbSCA,1.14972
,MbH,0.00612251
,MbGRA,0.15901
,MbSF,0.631591
,MbPF,0.000352736
,BO,3.65616
,EUP,18.6072
,ZG,1.74974
,ZL,12.6105
,ZM,49.2305
,ZS,176.423
,PL,79.4336
,PB,326.013
,MB,0
,BB,114.434
,PS,141.15
,SG,0
,DF,0.0310332
,MA,0
,ESH,0.759315
,ESS,0.222731
,DC,0
,SPOM,0
,BD,0

Initial storage values:
,SB,2.83e-05
,MM,0.03747
,TUR,0.025
,XIP,0.00588
,THU,0.0492683
,LPL,0.243426
,MPL,0.0638651
,SPL,0.158227
,HAK,0.00111758
,HAK1,0.00408742
,HAK2,0.0135811
,HAK3,0.0220615
,HAK4,0.00210165
,MUL,0.00262568
,MUL1,0.0143413
,MUL2,0.04
,MUL3,0.0199162
,TRA,0.824
,PAG,0.0237372
,DFS,0.3
,DFH,1.34
,DSM,1.39
,DSP,0.134361
,DSR,0.196036
,MSC,1.93965
,MSG,0.483671
,MSP,0.333415
,ENG,0.561667
,SAR,0.659464
,EPI,4.46326
,CEBH,0.323492
,CEBS,0.346742
,CEPH,0.0415018
,CEPS,0.125056
,DNS,1.15319
,DNH,0.460376
,DRS,1.03774
,DRH,0.25
,ARF,0.16338
,PWL,0.15
,SUP,4.34277
,MbO,1.79054
,MbFF,0.73998
,MbDF,4.56379
,MbC,0.567575
,MbPAR,0.0131198
,MbSCA,0.0630267
,MbH,0.0014333
,MbGRA,0.006974
,MbSF,0.0348992
,MbPF,0.0007268
,BO,0.210151
,EUP,1.03379
,ZG,0.085
,ZL,0.24442
,ZM,0.872826
,ZS,3.70031
,PL,3.02008
,PB,6.01635
,MB,0.742309
,BB,2.11
,PS,2.8936
,SG,17.868
,DF,0.0481716
,MA,6.86867
,ESH,0.47
,ESS,0.092
,DC,0.189694
,SPOM,3.89232
,BD,84.0663

Final storage values - assumed Steady-state:
,SB,0.0223275
,MM,0.980736
,TUR,0.443877
,XIP,0.421112
,THU,0.915021
,LPL,1.00088
,MPL,0.990934
,SPL,0.999958
,HAK,0.546762
,HAK1,0.714135
,HAK2,0.879262
,HAK3,0.857065
,HAK4,0.0946607
,MUL,0.649343
,MUL1,0.903444
,MUL2,0.943963
,MUL3,0.585527
,TRA,1.00105
,PAG,0.670292
,DFS,0.989647
,DFH,0.999503
,DSM,0.999877
,DSP,0.982937
,DSR,1.00046
,MSC,0.999722
,MSG,0.9999
,MSP,0.999714
,ENG,1.00039
,SAR,0.999748
,EPI,0.999873
,CEBH,0.999644
,CEBS,0.998841
,CEPH,0.999053
,CEPS,0.998723
,DNS,0.999639
,DNH,0.998178
,DRS,0.996952
,DRH,0.997586
,ARF,1.00014
,PWL,1.01499
,SUP,0.99954
,MbO,1.00025
,MbFF,1.00404
,MbDF,0.999958
,MbC,0.998112
,MbPAR,0.980353
,MbSCA,0.995132
,MbH,0.299083
,MbGRA,0.967839
,MbSF,1.00382
,MbPF,0.0806777
,BO,0.999874
,EUP,0.999946
,ZG,0.999882
,ZL,0.999874
,ZM,0.999957
,ZS,0.999909
,PL,1
,PB,0.999849
,MB,1
,BB,0.99978
,PS,1
,SG,1
,DF,1
,MA,1
,ESH,0.991165
,ESS,0.977656
,DC,0.986864
,SPOM,0.999852
,BD,0.999775

Output throughflow:
,SB,5.00249e-05
,MM,0.421869
,TUR,0.028852
,XIP,0.0221592
,THU,0.225095
,LPL,1.21673
,MPL,0.47226
,SPL,1.06901
,HAK,0.0430736
,HAK1,0.0882861
,HAK2,0.183538
,HAK3,0.162287
,HAK4,0.000923348
,MUL,0.0664829
,MUL1,0.205771
,MUL2,0.264099
,MUL3,0.0490156
,TRA,2.98425
,PAG,0.0715672
,DFS,1.06736
,DFH,10.7578
,DSM,6.56486
,DSP,0.428574
,DSR,0.966279
,MSC,19.8031
,MSG,2.1763
,MSP,1.44438
,ENG,7.58162
,SAR,5.53724
,EPI,32.1311
,CEBH,3.96611
,CEBS,4.24282
,CEPH,1.03167
,CEPS,1.63158
,DNS,14.4545
,DNH,5.36353
,DRS,7.65432
,DRH,2.24431
,ARF,1.1933
,PWL,1.19906
,SUP,158.438
,MbO,35.0256
,MbFF,13.4279
,MbDF,48.3508
,MbC,9.87915
,MbPAR,0.398629
,MbSCA,1.94672
,MbH,0.0103743
,MbGRA,0.260921
,MbSF,1.06345
,MbPF,0.00061826
,BO,6.9341
,EUP,31.0121
,ZG,4.14718
,ZL,24.9277
,ZM,93.7868
,ZS,298.706
,PL,397.098
,PB,540.053
,MB,22.2693
,BB,189.389
,PS,594.971
,SG,97.7243
,DF,10.6015
,MA,34.3355
,ESH,1.33585
,ESS,0.377122
,DC,20.9912
,SPOM,606.602
,BD,338.854

Input hroughflow:
,SB,0.00223904
,MM,0.429176
,TUR,0.064175
,XIP,0.054372
,THU,0.246167
,LPL,1.21701
,MPL,0.47667
,SPL,1.06904
,HAK,0.0787749
,HAK1,0.123637
,HAK2,0.20869
,HAK3,0.190168
,HAK4,0.00979672
,MUL,0.10235
,MUL1,0.227732
,MUL2,0.279736
,MUL3,0.0841548
,TRA,2.98429
,PAG,0.106732
,DFS,1.06899
,DFH,10.7579
,DSM,6.56488
,DSP,0.434734
,DSR,0.9664
,MSC,19.8031
,MSG,2.17632
,MSP,1.44441
,ENG,7.58163
,SAR,5.53727
,EPI,32.1311
,CEBH,3.96615
,CEBS,4.24287
,CEPH,1.03188
,CEPS,1.63183
,DNS,14.4545
,DNH,5.36359
,DRS,7.65439
,DRH,2.24438
,ARF,1.19339
,PWL,1.19913
,SUP,158.438
,MbO,35.0256
,MbFF,13.4279
,MbDF,48.3508
,MbC,9.87927
,MbPAR,0.405077
,MbSCA,1.94693
,MbH,0.0346842
,MbGRA,0.278512
,MbSF,1.06349
,MbPF,0.0082186
,BO,6.93412
,EUP,31.0121
,ZG,4.1472
,ZL,24.9277
,ZM,93.7868
,ZS,298.706
,PL,397.098
,PB,540.052
,MB,22.2693
,BB,189.389
,PS,594.971
,SG,97.7243
,DF,10.6015
,MA,34.3355
,ESH,1.33736
,ESS,0.384966
,DC,20.9915
,SPOM,606.603
,BD,338.854

Residence times:
,SB,446.327
,MM,2.32474
,TUR,15.3846
,XIP,19.004
,THU,4.06504
,LPL,0.8226
,MPL,2.09828
,SPL,0.935408
,HAK,12.6937
,HAK1,8.08887
,HAK2,4.79062
,HAK3,5.28116
,HAK4,102.519
,MUL,9.76707
,MUL1,4.39053
,MUL2,3.57428
,MUL3,11.9457
,TRA,0.335443
,PAG,9.3659
,DFS,0.92719
,DFH,0.0929094
,DSM,0.152307
,DSP,2.2935
,DSR,1.03537
,MSC,0.0504831
,MSG,0.459449
,MSP,0.692142
,ENG,0.131949
,SAR,0.18055
,EPI,0.0311186
,CEBH,0.252047
,CEBS,0.235419
,CEPH,0.968384
,CEPS,0.612121
,DNS,0.0691577
,DNH,0.186105
,DRS,0.130247
,DRH,0.444497
,ARF,0.838128
,PWL,0.846494
,SUP,0.00630872
,MbO,0.0285576
,MbFF,0.0747732
,MbDF,0.0206813
,MbC,0.101032
,MbPAR,2.45931
,MbSCA,0.511185
,MbH,28.8291
,MbGRA,3.70932
,MbSF,0.943932
,MbPF,130.492
